,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,internet_service_type_id,internet_service_type,contract_type_id,contract_type,payment_type_id,payment_type
5460,2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,3,Yes,1,78.95,5730.15,No,1,DSL,3,Two year,1,Electronic check
5461,2123-VSCOT,Female,0,Yes,Yes,59,Yes,Yes,1,No,No,Yes,Yes,Yes,No,3,Yes,3,72.1,4194.85,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5462,2126-GSEGL,Female,0,Yes,No,70,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,3,Yes,3,84.8,5917.55,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5463,2160-GPFXD,Male,0,Yes,Yes,54,Yes,Yes,1,Yes,Yes,No,Yes,No,No,3,Yes,4,65.65,3566.7,No,1,DSL,3,Two year,4,Credit card (automatic)
5464,2162-FRZAA,Male,0,Yes,Yes,63,No,No phone service,1,No,Yes,Yes,Yes,No,No,3,No,3,39.35,2395.05,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5465,2167-FQSTQ,Female,0,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,1,92.4,6786.1,No,1,DSL,3,Two year,1,Electronic check
5466,2176-LVPNX,Female,1,No,No,71,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,2,89.85,6293.45,No,1,DSL,3,Two year,2,Mailed check
5467,2176-OSJUV,Male,0,Yes,No,71,Yes,Yes,1,Yes,Yes,No,Yes,No,No,3,No,3,65.15,4681.75,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5468,2192-CKRLV,Female,0,Yes,No,72,No,No phone service,1,Yes,Yes,Yes,No,No,Yes,3,Yes,1,49.2,3580.95,No,1,DSL,3,Two year,1,Electronic check
5469,2192-OZITF,Female,0,No,No,45,Yes,Yes,1,Yes,No,No,Yes,No,Yes,3,No,2,73.55,3349.1,No,1,DSL,3,Two year,2,Mailed check
5470,2194-IIQOF,Female,0,Yes,No,71,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,89.3,6388.65,No,1,DSL,3,Two year,4,Credit card (automatic)
5471,2197-OMWGI,Female,1,Yes,Yes,68,No,No phone service,1,No,Yes,Yes,No,Yes,Yes,3,Yes,1,53.0,3656.25,No,1,DSL,3,Two year,1,Electronic check
5472,2200-DSAAL,Female,0,No,No,68,Yes,Yes,1,No,Yes,Yes,No,Yes,Yes,3,Yes,1,80.65,5330.2,No,1,DSL,3,Two year,1,Electronic check
5473,2211-RMNHO,Female,0,Yes,Yes,68,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,3,No,3,85.3,5560,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5474,2226-ICFDO,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,4,85.9,6110.75,No,1,DSL,3,Two year,4,Credit card (automatic)
5475,2234-EOFPT,Male,0,Yes,No,72,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,3,Yes,3,79.35,5753.25,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5476,2235-EZAIK,Female,0,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,3,No,4,79.2,5401.9,No,1,DSL,3,Two year,4,Credit card (automatic)
5477,2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,3,No,3,80.55,2471.6,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5478,2251-PYLPB,Male,0,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,3,No,4,79.55,5810.9,No,1,DSL,3,Two year,4,Credit card (automatic)
5479,2252-NKNSI,Male,0,No,Yes,52,Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,3,Yes,2,85.15,4461.85,No,1,DSL,3,Two year,2,Mailed check
5480,2253-KPMNB,Female,0,Yes,Yes,69,No,No phone service,1,Yes,Yes,Yes,Yes,No,No,3,No,3,46.25,3121.4,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5481,2256-YLYLP,Male,0,Yes,Yes,68,Yes,No,1,No,No,Yes,Yes,Yes,Yes,3,Yes,3,72.95,4953.25,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5482,2274-XUATA,Male,1,Yes,No,72,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,3,63.1,4685.55,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5483,2296-DKZFP,Female,0,Yes,No,65,Yes,No,1,Yes,Yes,Yes,No,No,Yes,3,No,3,71.0,4386.2,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5484,2302-OUZXB,Male,0,Yes,No,72,Yes,Yes,1,No,Yes,Yes,No,Yes,Yes,3,No,3,82.15,5784.3,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5485,2314-TNDJQ,Female,0,Yes,Yes,72,No,No phone service,1,Yes,Yes,Yes,Yes,No,Yes,3,No,4,55.65,3880.05,No,1,DSL,3,Two year,4,Credit card (automatic)
5486,2335-GSODA,Male,0,No,Yes,23,No,No phone service,1,Yes,No,Yes,Yes,No,No,3,No,2,40.1,857.75,No,1,DSL,3,Two year,2,Mailed check
5487,2351-BKRZW,Female,0,Yes,Yes,43,Yes,No,1,Yes,No,Yes,No,Yes,Yes,3,No,3,75.2,3254.35,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5488,2378-YIZKA,Female,0,Yes,Yes,68,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,85.0,5607.75,No,1,DSL,3,Two year,4,Credit card (automatic)
5489,2400-XIWIO,Female,0,Yes,No,71,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,1,90.1,6310.9,No,1,DSL,3,Two year,1,Electronic check
5490,2404-JIBFC,Female,0,Yes,Yes,55,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3,85.1,4657.95,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5491,2451-YMUXS,Male,1,No,No,67,Yes,Yes,1,Yes,Yes,No,Yes,No,No,3,Yes,3,64.55,4250.1,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5492,2498-XLDZR,Female,0,Yes,Yes,32,Yes,No,1,Yes,Yes,Yes,Yes,No,Yes,3,No,2,73.6,2316.85,No,1,DSL,3,Two year,2,Mailed check
5493,2516-XSJKX,Female,0,Yes,Yes,41,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,3,No,1,78.45,3126.45,No,1,DSL,3,Two year,1,Electronic check
5494,2535-PBCGC,Female,0,Yes,No,70,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,3,64.55,4504.9,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5495,2580-ASVVY,Female,0,Yes,No,37,No,No phone service,1,Yes,No,No,Yes,Yes,No,3,No,1,45.4,1593.1,No,1,DSL,3,Two year,1,Electronic check
5496,2612-PHGOX,Male,0,Yes,No,64,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,3,Yes,3,76.1,4818.8,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5497,2649-HWLYB,Male,0,Yes,No,65,Yes,Yes,1,Yes,No,Yes,Yes,No,Yes,3,No,3,76.15,4929.55,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5498,2661-GKBTK,Male,0,Yes,Yes,60,Yes,No,1,No,Yes,No,Yes,Yes,Yes,3,No,3,76.95,4543.95,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5499,2676-SSLTO,Male,0,No,No,49,Yes,Yes,1,No,No,No,Yes,Yes,No,3,Yes,3,66.15,3199,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5500,2710-WYVXG,Female,0,No,No,3,Yes,No,1,Yes,Yes,No,Yes,No,Yes,3,No,2,71.1,213.35,No,1,DSL,3,Two year,2,Mailed check
5501,2725-TTRIQ,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,3,84.2,5986.55,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5502,2753-JMMCV,Male,0,No,No,65,Yes,Yes,1,No,Yes,Yes,Yes,No,Yes,3,Yes,4,74.2,4805.65,No,1,DSL,3,Two year,4,Credit card (automatic)
5503,2773-MADBQ,Female,0,No,No,36,No,No phone service,1,Yes,Yes,Yes,Yes,No,Yes,3,Yes,2,53.1,1901.25,No,1,DSL,3,Two year,2,Mailed check
5504,2775-SEFEE,Male,0,No,Yes,0,Yes,Yes,1,Yes,Yes,No,Yes,No,No,3,Yes,3,61.9, ,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5505,2824-DXNKN,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,No,Yes,No,Yes,No,3,Yes,3,71.45,5025.85,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5506,2845-KDHVX,Female,0,Yes,No,64,Yes,No,1,No,Yes,Yes,Yes,No,Yes,3,Yes,2,68.3,4378.8,No,1,DSL,3,Two year,2,Mailed check
5507,2863-IMQDR,Female,0,No,No,61,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,1,89.65,5308.7,No,1,DSL,3,Two year,1,Electronic check
5508,2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,3,Yes,3,75.75,5388.15,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5509,2885-HIJDH,Male,0,Yes,Yes,69,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,No,3,86.9,6194.1,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5510,2925-VDZHY,Male,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,88.7,6501.35,No,1,DSL,3,Two year,4,Credit card (automatic)
5511,2933-XEUJM,Female,0,No,No,46,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,3,No,2,79.2,3593.8,No,1,DSL,3,Two year,2,Mailed check
5512,2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,1,Yes,No,Yes,Yes,No,No,3,Yes,4,64.15,4254.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5513,2977-CEBSX,Female,0,No,No,66,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,90.05,5965.95,No,1,DSL,3,Two year,4,Credit card (automatic)
5514,2987-BJXIK,Female,0,No,No,70,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,3,No,2,84.7,5991.05,No,1,DSL,3,Two year,2,Mailed check
5515,2990-IAJSV,Male,0,No,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,3,92.0,6632.75,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5516,2990-OGYTD,Female,0,Yes,No,67,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,3,No,3,86.15,5883.85,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5517,2996-XAUVF,Male,0,No,No,70,No,No phone service,1,No,No,No,Yes,No,Yes,3,Yes,2,40.05,2799.75,No,1,DSL,3,Two year,2,Mailed check
5518,2999-AANRQ,Female,0,No,No,21,Yes,No,1,Yes,Yes,No,Yes,Yes,No,3,No,4,71.05,1524.85,No,1,DSL,3,Two year,4,Credit card (automatic)
5519,3050-RLLXC,Female,0,Yes,Yes,56,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,3,No,4,81.25,4620.4,No,1,DSL,3,Two year,4,Credit card (automatic)
5520,3057-VJJQE,Male,0,No,No,35,Yes,Yes,1,Yes,No,No,No,No,No,3,No,2,55.25,1924.1,No,1,DSL,3,Two year,2,Mailed check
5521,3071-MVJCD,Male,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,3,No,3,82.3,5815.15,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5522,3082-YVEKW,Female,0,Yes,Yes,23,Yes,Yes,1,Yes,No,Yes,Yes,Yes,No,3,Yes,3,77.15,1759.4,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5523,3084-DOWLE,Female,0,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,3,92.0,6474.4,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5524,3108-PCCGG,Male,1,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,3,No,4,84.45,5899.85,No,1,DSL,3,Two year,4,Credit card (automatic)
5525,3146-MSEGF,Female,1,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,88.05,6425.65,No,1,DSL,3,Two year,4,Credit card (automatic)
5526,3166-PNEOF,Female,0,No,No,61,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,No,4,86.45,5175.3,No,1,DSL,3,Two year,4,Credit card (automatic)
5527,3174-AKMAS,Female,0,Yes,No,46,Yes,No,1,No,Yes,No,Yes,Yes,No,3,Yes,4,64.2,3009.5,No,1,DSL,3,Two year,4,Credit card (automatic)
5528,3200-MNQTF,Male,0,Yes,No,67,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,3,No,4,70.9,4677.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5529,3219-JQRSL,Female,1,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,89.1,6352.4,No,1,DSL,3,Two year,4,Credit card (automatic)
5530,3227-WLKLI,Female,0,Yes,Yes,65,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,3,91.55,5963.95,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5531,3230-IUALN,Female,0,Yes,Yes,45,Yes,No,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,2,81.0,3533.6,No,1,DSL,3,Two year,2,Mailed check
5532,3249-VHRIP,Female,0,No,No,62,No,No phone service,1,No,Yes,Yes,No,No,Yes,3,Yes,4,43.6,2748.7,No,1,DSL,3,Two year,4,Credit card (automatic)
5533,3259-KNMRR,Male,1,No,No,57,Yes,Yes,1,No,Yes,Yes,No,Yes,Yes,3,Yes,3,79.75,4438.2,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5534,3259-QMXUN,Male,0,Yes,No,58,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,3,Yes,1,86.1,4890.5,No,1,DSL,3,Two year,1,Electronic check
5535,3262-EIDHV,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,No,4,84.7,5893.9,No,1,DSL,3,Two year,4,Credit card (automatic)
5536,3280-MRDOF,Male,1,No,No,30,Yes,Yes,1,No,No,Yes,Yes,Yes,No,3,Yes,4,69.1,2093.9,No,1,DSL,3,Two year,4,Credit card (automatic)
5537,3298-QEICA,Female,0,Yes,Yes,23,No,No phone service,1,Yes,No,No,Yes,No,No,3,No,2,34.6,813.45,No,1,DSL,3,Two year,2,Mailed check
5538,3308-JSGML,Male,1,Yes,No,59,No,No phone service,1,Yes,No,Yes,Yes,Yes,Yes,3,Yes,4,64.05,3886.85,No,1,DSL,3,Two year,4,Credit card (automatic)
5539,3397-AVTKU,Male,0,No,No,43,Yes,No,1,No,Yes,No,No,No,Yes,3,Yes,1,60.0,2548.55,No,1,DSL,3,Two year,1,Electronic check
5540,3398-GCPMU,Female,1,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,89.55,6448.85,No,1,DSL,3,Two year,4,Credit card (automatic)
5541,3399-BMLVW,Male,0,Yes,Yes,51,Yes,No,1,Yes,Yes,No,Yes,No,No,3,No,4,60.5,3121.45,No,1,DSL,3,Two year,4,Credit card (automatic)
5542,3400-ESFUW,Male,0,Yes,Yes,55,Yes,No,1,Yes,Yes,No,Yes,No,No,3,No,3,57.55,3046.4,Yes,1,DSL,3,Two year,3,Bank transfer (automatic)
5543,3410-YOQBQ,Female,0,No,No,31,Yes,No,1,No,Yes,Yes,Yes,Yes,Yes,3,No,2,79.2,2497.2,No,1,DSL,3,Two year,2,Mailed check
5544,3429-IFLEM,Female,0,No,No,71,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,3,No,4,77.35,5550.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5545,3470-OBUET,Female,0,Yes,Yes,67,Yes,Yes,1,Yes,Yes,No,Yes,Yes,No,3,No,4,74.0,4868.4,No,1,DSL,3,Two year,4,Credit card (automatic)
5546,3474-BAFSJ,Male,0,Yes,No,57,No,No phone service,1,No,Yes,Yes,Yes,Yes,Yes,3,Yes,3,57.5,3265.95,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5547,3486-HOOGQ,Female,0,Yes,Yes,70,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,No,3,No,3,79.7,5743.3,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5548,3500-NSDOA,Male,0,Yes,Yes,68,Yes,Yes,1,No,Yes,No,Yes,No,Yes,3,No,4,70.8,4859.95,No,1,DSL,3,Two year,4,Credit card (automatic)
5549,3508-VLHCZ,Female,0,Yes,Yes,71,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,90.55,6239.05,No,1,DSL,3,Two year,4,Credit card (automatic)
5550,3511-BFTJW,Male,0,Yes,Yes,72,No,No phone service,1,Yes,Yes,Yes,No,No,No,3,No,4,38.5,2763,No,1,DSL,3,Two year,4,Credit card (automatic)
5551,3512-IZIKN,Female,0,Yes,No,70,Yes,Yes,1,Yes,No,Yes,Yes,No,No,3,No,4,65.3,4759.75,Yes,1,DSL,3,Two year,4,Credit card (automatic)
5552,3533-UVMOM,Male,0,Yes,No,68,Yes,No,1,Yes,Yes,Yes,No,No,Yes,3,No,3,70.95,4741.45,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5553,3544-FBCAS,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,No,Yes,Yes,3,Yes,4,83.6,5959.3,No,1,DSL,3,Two year,4,Credit card (automatic)
5554,3557-HTYWR,Female,0,No,No,47,Yes,Yes,1,Yes,Yes,No,Yes,No,Yes,3,No,2,74.05,3496.3,No,1,DSL,3,Two year,2,Mailed check
5555,3563-SVYLG,Male,0,Yes,Yes,68,Yes,No,1,Yes,Yes,Yes,Yes,No,No,3,No,4,62.65,4375.8,No,1,DSL,3,Two year,4,Credit card (automatic)
5556,3566-CAAYU,Female,0,Yes,Yes,64,No,No phone service,1,No,Yes,Yes,Yes,No,Yes,3,No,1,49.85,3210.35,No,1,DSL,3,Two year,1,Electronic check
5557,3569-JFODW,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,90.95,6652.45,No,1,DSL,3,Two year,4,Credit card (automatic)
5558,3635-JBPSG,Female,0,No,No,15,No,No phone service,1,No,Yes,No,No,No,Yes,3,Yes,2,38.8,603,No,1,DSL,3,Two year,2,Mailed check
5559,3638-VBZTA,Male,0,No,Yes,68,Yes,Yes,1,Yes,Yes,No,Yes,Yes,Yes,3,Yes,3,86.5,5882.75,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5560,3638-WEABW,Female,0,Yes,No,58,Yes,Yes,1,No,Yes,No,Yes,No,No,3,Yes,4,59.9,3505.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5561,3649-JPUGY,Male,0,No,No,72,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,3,Yes,3,88.6,6201.95,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5562,3654-ARMGP,Female,0,No,No,61,Yes,Yes,1,No,Yes,Yes,Yes,Yes,Yes,3,No,4,88.65,5321.25,No,1,DSL,3,Two year,4,Credit card (automatic)
5563,3704-IEAXF,Female,0,Yes,Yes,72,No,No phone service,1,No,Yes,No,Yes,Yes,Yes,3,No,4,53.65,3784,No,1,DSL,3,Two year,4,Credit card (automatic)
5564,3720-DBRWL,Male,0,Yes,No,51,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,83.85,4307.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5565,3745-HRPHI,Male,0,Yes,Yes,66,No,No phone service,1,No,No,Yes,Yes,Yes,Yes,3,No,3,54.65,3632,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5566,3779-OSWCF,Female,0,Yes,No,71,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,93.2,6506.15,No,1,DSL,3,Two year,4,Credit card (automatic)
5567,3795-GWTRD,Female,0,Yes,Yes,63,Yes,No,1,Yes,Yes,Yes,Yes,Yes,No,3,No,4,75.55,4707.85,No,1,DSL,3,Two year,4,Credit card (automatic)
5568,3796-ENZGF,Male,0,Yes,No,63,Yes,Yes,1,No,Yes,No,Yes,No,Yes,3,No,2,67.25,4234.15,No,1,DSL,3,Two year,2,Mailed check
5569,3813-DHBBB,Male,0,Yes,No,67,No,No phone service,1,Yes,Yes,No,Yes,No,Yes,3,Yes,3,50.95,3521.7,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5570,3884-UEBXB,Female,0,Yes,Yes,67,No,No phone service,1,Yes,Yes,No,No,No,No,3,No,3,36.15,2434.45,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5571,3889-VWBID,Male,0,Yes,Yes,68,Yes,No,1,Yes,Yes,No,Yes,Yes,Yes,3,No,3,82.85,5776.45,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5572,3891-NLXJB,Male,0,No,No,37,No,No phone service,1,Yes,Yes,No,Yes,No,No,3,Yes,2,40.55,1390.85,No,1,DSL,3,Two year,2,Mailed check
5573,3902-MIVLE,Male,0,Yes,Yes,63,Yes,Yes,1,Yes,No,Yes,Yes,No,Yes,3,No,2,75.7,4676.7,No,1,DSL,3,Two year,2,Mailed check
5574,3908-MKIMJ,Male,1,Yes,No,68,No,No phone service,1,Yes,Yes,Yes,No,No,No,3,Yes,1,41.95,2965.75,No,1,DSL,3,Two year,1,Electronic check
5575,3911-RSNHI,Female,0,Yes,No,71,No,No phone service,1,No,Yes,Yes,Yes,Yes,Yes,3,Yes,4,61.4,4310.35,No,1,DSL,3,Two year,4,Credit card (automatic)
5576,3913-FCUUW,Female,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,3,Yes,3,70.45,5165.7,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5577,3933-DQPWX,Female,0,No,No,50,No,No phone service,1,No,Yes,Yes,Yes,No,No,3,No,4,39.7,1932.75,No,1,DSL,3,Two year,4,Credit card (automatic)
5578,3938-YFPXD,Male,0,No,No,72,Yes,Yes,1,Yes,No,Yes,Yes,Yes,Yes,3,No,4,84.3,5997.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5579,3948-KXDUF,Male,0,No,No,66,Yes,Yes,1,Yes,Yes,Yes,Yes,No,No,3,No,3,68.75,4447.55,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5580,3967-KXAPS,Male,0,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,92.3,6719.9,No,1,DSL,3,Two year,4,Credit card (automatic)
5581,4006-HKYHO,Male,0,No,No,63,Yes,No,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,3,86.7,5309.5,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5582,4012-YCFAI,Male,0,Yes,No,60,Yes,No,1,Yes,Yes,No,Yes,No,No,3,Yes,2,61.35,3766.2,No,1,DSL,3,Two year,2,Mailed check
5583,4039-PIMHX,Male,1,Yes,No,49,Yes,No,1,No,Yes,No,No,No,No,3,No,2,49.8,2398.4,No,1,DSL,3,Two year,2,Mailed check
5584,4075-WKNIU,Female,0,Yes,Yes,0,Yes,Yes,1,No,Yes,Yes,Yes,Yes,No,3,No,2,73.35, ,No,1,DSL,3,Two year,2,Mailed check
5585,4077-HWUYD,Male,0,Yes,Yes,72,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,3,87.55,6463.15,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5586,4079-VTGLK,Male,1,Yes,No,30,Yes,Yes,1,No,No,Yes,No,Yes,Yes,3,No,1,74.85,2181.75,No,1,DSL,3,Two year,1,Electronic check
5587,4079-WWQQQ,Male,0,No,No,72,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,3,65.55,4807.45,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5588,4102-HLENU,Female,0,Yes,No,67,Yes,Yes,1,Yes,Yes,Yes,No,No,No,3,No,2,65.65,4322.85,No,1,DSL,3,Two year,2,Mailed check
5589,4111-BNXIF,Female,0,Yes,Yes,67,No,No phone service,1,No,Yes,Yes,Yes,Yes,Yes,3,Yes,1,59.55,4103.9,No,1,DSL,3,Two year,1,Electronic check
5590,4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,1,No,No,Yes,Yes,Yes,Yes,3,No,2,75.55,2054.4,No,1,DSL,3,Two year,2,Mailed check
5591,4139-DETXS,Female,0,Yes,Yes,72,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,3,64.45,4528,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5592,4188-PCPIG,Female,0,Yes,No,57,Yes,No,1,Yes,Yes,No,Yes,Yes,No,3,Yes,4,70.35,4124.65,No,1,DSL,3,Two year,4,Credit card (automatic)
5593,4194-FJARJ,Female,0,Yes,Yes,54,Yes,Yes,1,Yes,No,No,Yes,No,No,3,No,3,60.0,3273.95,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5594,4254-QPEDE,Female,0,Yes,No,52,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes,3,No,4,66.25,3330.1,No,1,DSL,3,Two year,4,Credit card (automatic)
5595,4291-TPNFG,Male,0,Yes,No,72,Yes,Yes,1,Yes,Yes,Yes,Yes,No,Yes,3,Yes,3,82.3,5980.55,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5596,4293-ETKAP,Female,0,Yes,Yes,65,Yes,Yes,1,No,Yes,No,Yes,Yes,Yes,3,Yes,3,79.4,5071.9,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5597,4295-YURET,Female,1,Yes,Yes,56,Yes,No,1,Yes,No,No,Yes,Yes,Yes,3,Yes,4,72.6,4084.35,No,1,DSL,3,Two year,4,Credit card (automatic)
5598,4304-XUMGI,Male,1,Yes,Yes,50,Yes,Yes,1,Yes,Yes,Yes,No,No,Yes,3,Yes,3,75.15,3822.45,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5599,4312-GVYNH,Female,0,Yes,No,70,No,No phone service,1,Yes,No,Yes,Yes,No,Yes,3,Yes,3,49.85,3370.2,No,1,DSL,3,Two year,3,Bank transfer (automatic)
5600,4334-HOWRP,Male,1,Yes,No,72,No,No phone service,1,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,4,64.95,4546,No,1,DSL,3,Two year,4,Credit card (automatic)
5601,4355-HBJHH,Male,0,Yes,Yes,67,Yes,Yes,1,Yes,No,Yes,No,Yes,Yes,3,Yes,1,79.7,5293.4,Yes,1,DSL,3,Two year,1,Electronic check
5602,4381-MHQDC,Female,0,No,No,47,Yes,Yes,1,Yes,No,Yes,Yes,No,No,3,Yes,2,65.0,2879.9,No,1,DSL,3,Two year,2,Mailed check
